LINK,FROM,TYPE,TO
FIRST,R036XY346CO,ASSOCIATED,R036XY347CO
FIRST,R036XY346CO,SIMILAR,R036XY284CO
FIRST,R036XY346CO,SIMILAR,R036XY142CO
FIRST,R036XY346CO,SIMILAR,R036XY141CO
FIRST,R036XY346CO,SIMILAR,R036XY446CO
FIRST,R036XY346CO,SIMILAR,R036XY445CO
FIRST,R036XY346CO,SIMILAR,R036XY310CO
FIRST,R036XY346CO,SIMILAR,R036XY114CO
FIRST,R036XY346CO,SIMILAR,R036XY287CO
FIRST,R036XY346CO,SIMILAR,R036XY289CO
FIRST,R036XY347CO,ASSOCIATED,R036XY038CO
FIRST,R036XY347CO,ASSOCIATED,R036XY346CO
FIRST,R036XY347CO,SIMILAR,R036XY310CO
FIRST,R036XY347CO,SIMILAR,R036XY287CO
FIRST,R036XY347CO,SIMILAR,R036XY289CO
FIRST,R036XY347CO,SIMILAR,R036XY284CO
FIRST,R036XY310CO,ASSOCIATED,R036XY284CO
FIRST,R036XY310CO,ASSOCIATED,R036XY289CO
FIRST,R036XY310CO,SIMILAR,R036XY284CO
FIRST,R036XY310CO,SIMILAR,R036XY347CO
FIRST,R036XY310CO,SIMILAR,R036XY287CO
FIRST,R036XY310CO,SIMILAR,R036XY289CO
FIRST,R034BY103UT,ASSOCIATED,R034BY117UT
FIRST,R034BY121UT,ASSOCIATED,R034BY106UT
FIRST,R034BY121UT,ASSOCIATED,R034BY118UT
FIRST,R036XY038CO,ASSOCIATED,R035XY413CO
FIRST,R036XY038CO,ASSOCIATED,R036XY284CO
FIRST,R036XY038CO,ASSOCIATED,R036XY289CO
FIRST,R036XY038CO,ASSOCIATED,R036XY347CO
FIRST,R036XY038CO,SIMILAR,R048AY241CO
FIRST,R036XY038CO,SIMILAR,R036XB008NM
FIRST,R036XY038CO,SIMILAR,R036XY405CO
FIRST,R036XY038CO,SIMILAR,R036XY266CO
FIRST,R036XY038CO,SIMILAR,F036XA005NM
FIRST,R034BY227UT,ASSOCIATED,R034BY225UT
FIRST,R034BY227UT,ASSOCIATED,R034BY233UT
FIRST,R034BY115UT,ASSOCIATED,R034BY006UT
FIRST,R034BY115UT,ASSOCIATED,R034BY012UT
FIRST,R034BY115UT,ASSOCIATED,R034BY112UT
FIRST,R034BY315UT,ASSOCIATED,R034BY322UT
FIRST,R035XY263UT,ASSOCIATED,R035XY240UT
FIRST,R035XY263UT,ASSOCIATED,R035XY260UT
FIRST,R035XY263UT,SIMILAR,R035XY146UT
FIRST,R035XY263UT,SIMILAR,R035XY260UT
FIRST,R036XY266CO,ASSOCIATED,R035XY262CO
FIRST,R036XY266CO,ASSOCIATED,R035XY413CO
FIRST,R036XY266CO,ASSOCIATED,R035XY414CO
FIRST,R036XY266CO,ASSOCIATED,R036XY289CO
FIRST,R036XY266CO,ASSOCIATED,R036XY405CO
FIRST,R036XY266CO,ASSOCIATED,R036XY445CO
FIRST,R036XY266CO,SIMILAR,R036XY405CO
FIRST,R036XY266CO,SIMILAR,R036XY038CO
FIRST,R042BB006NM,REJECTED,REJECTED
FIRST,R042BB014NM,REJECTED,REJECTED
